plant,col,red,nir,ndvi,population,date,day,vwc1,vwc2
13,48,14.4,66.8,0.645,A15-509,6/21/2017,20,9.9775,20.0725
13,49,15.5,64.5,0.612,A15-669,6/21/2017,20,9.9775,20.0725
13,50,14.6,58.9,0.603,A15-677,6/21/2017,20,9.9775,20.0725
13,51,15.7,64.2,0.607,A15-489,6/21/2017,20,9.9775,20.0725
13,52,13,61.1,0.649,A15-505,6/21/2017,20,9.9775,20.0725
13,53,14,60.3,0.623,A15-725,6/21/2017,20,9.9775,20.0725
13,54,14.4,59.1,0.608,A15-675,6/21/2017,20,9.9775,20.0725
13,55,15.5,64.2,0.611,A14-302,6/21/2017,20,9.9775,20.0725
13,56,16.5,69.5,0.616,A15-513,6/21/2017,20,9.9775,20.0725
13,57,14,65.4,0.647,b,6/21/2017,20,9.9775,20.0725
13,58,16.7,62,0.576,b,6/21/2017,20,9.9775,20.0725
13,59,15.5,59.2,0.585,b,6/21/2017,20,9.9775,20.0725
14,1,13,55.5,0.62,b,6/21/2017,20,9.9775,20.0725
14,2,16.5,60.2,0.57,b,6/21/2017,20,9.9775,20.0725
14,3,14,59.4,0.619,b,6/21/2017,20,9.9775,20.0725
14,4,14.6,59.8,0.608,A15-674,6/21/2017,20,9.9775,20.0725
14,5,13.8,58.8,0.62,A15-674,6/21/2017,20,9.9775,20.0725
14,6,15.5,55.6,0.564,A15-311,6/21/2017,20,9.9775,20.0725
14,7,12.8,57.4,0.635,A15-311,6/21/2017,20,9.9775,20.0725
14,8,12.6,56.1,0.633,A15-682,6/21/2017,20,9.9775,20.0725
14,9,13,58.6,0.637,A15-682,6/21/2017,20,9.9775,20.0725
14,10,11.8,53.8,0.64,A15-506,6/21/2017,20,9.9775,20.0725
14,11,12.2,56.1,0.643,A15-506,6/21/2017,20,9.9775,20.0725
14,12,13.6,54.6,0.601,A15-511,6/21/2017,20,9.9775,20.0725
14,13,12.8,56.4,0.63,A15-511,6/21/2017,20,9.9775,20.0725
14,14,13,60.6,0.647,A15-516,6/21/2017,20,9.9775,20.0725
14,15,13.2,52.3,0.597,A15-516,6/21/2017,20,9.9775,20.0725
14,16,12.4,54.6,0.63,A15-668,6/21/2017,20,9.9775,20.0725
14,17,12.8,58,0.638,A15-668,6/21/2017,20,9.9775,20.0725
14,18,13.8,54.7,0.597,A15-490,6/21/2017,20,9.9775,20.0725
14,19,13.4,53.4,0.599,A15-490,6/21/2017,20,9.9775,20.0725
14,20,13,55.9,0.623,A14-307,6/21/2017,20,9.9775,20.0725
14,21,13.2,60.8,0.643,A14-307,6/21/2017,20,9.9775,20.0725
14,22,13.6,50.4,0.575,A15-515,6/21/2017,20,9.9775,20.0725
14,23,12.4,58.3,0.649,A15-515,6/21/2017,20,9.9775,20.0725
14,24,15.1,55.9,0.575,A15-467,6/21/2017,20,9.9775,20.0725
14,25,13,57,0.629,A15-467,6/21/2017,20,9.9775,20.0725
14,26,12.6,62.6,0.665,A15-316,6/21/2017,20,9.9775,20.0725
14,27,16.7,60.3,0.566,A15-316,6/21/2017,20,9.9775,20.0725
14,28,16.3,60.8,0.577,A15-304,6/21/2017,20,9.9775,20.0725
14,29,11.8,59.4,0.669,A15-304,6/21/2017,20,9.9775,20.0725
14,30,15,60,0.6,A15-341,6/21/2017,20,9.9775,20.0725
14,31,14,58.3,0.613,A15-341,6/21/2017,20,9.9775,20.0725
14,32,14,59.8,0.621,A15-436,6/21/2017,20,9.9775,20.0725
14,33,16.3,63.8,0.593,A15-436,6/21/2017,20,9.9775,20.0725
14,34,14.2,58.3,0.608,A15-463,6/21/2017,20,9.9775,20.0725
14,35,15.3,63.3,0.611,A15-463,6/21/2017,20,9.9775,20.0725
14,36,15,61.8,0.609,A15-708,6/21/2017,20,9.9775,20.0725
14,37,13.8,61.1,0.632,A15-708,6/21/2017,20,9.9775,20.0725
14,38,14,61.4,0.629,A15-711,6/21/2017,20,9.9775,20.0725
14,39,13.8,62.9,0.64,A15-711,6/21/2017,20,9.9775,20.0725
14,40,13.2,62.3,0.65,A14-298,6/21/2017,20,9.9775,20.0725
14,41,13.8,65,0.65,A14-298,6/21/2017,20,9.9775,20.0725
14,42,16.5,62.6,0.583,A15-451,6/21/2017,20,9.9775,20.0725
14,43,15.5,58.3,0.58,A15-451,6/21/2017,20,9.9775,20.0725
14,44,14.6,57.9,0.597,A15-519,6/21/2017,20,9.9775,20.0725
14,45,14.8,58.2,0.595,A15-519,6/21/2017,20,9.9775,20.0725
14,46,13,62.7,0.657,A15-461,6/21/2017,20,9.9775,20.0725
14,47,13.2,61.7,0.648,A15-461,6/21/2017,20,9.9775,20.0725
14,48,12.8,67.7,0.682,A15-509,6/21/2017,20,9.9775,20.0725
14,49,15.1,60.8,0.602,A15-669,6/21/2017,20,9.9775,20.0725
14,50,13,57.3,0.63,A15-677,6/21/2017,20,9.9775,20.0725
14,51,12.8,62.6,0.66,A15-489,6/21/2017,20,9.9775,20.0725
14,52,12,53.7,0.635,A15-505,6/21/2017,20,9.9775,20.0725
14,53,13.8,57.4,0.612,A15-725,6/21/2017,20,9.9775,20.0725
14,54,14.2,59.1,0.613,A15-675,6/21/2017,20,9.9775,20.0725
14,55,13.8,62.7,0.639,A14-302,6/21/2017,20,9.9775,20.0725
14,56,13.6,65.6,0.657,A15-513,6/21/2017,20,9.9775,20.0725
14,57,14.2,64.8,0.641,b,6/21/2017,20,9.9775,20.0725
14,58,13.6,63.5,0.647,b,6/21/2017,20,9.9775,20.0725
14,59,14.4,58.5,0.605,b,6/21/2017,20,9.9775,20.0725
15,1,15.7,62,0.596,b,6/21/2017,20,9.9775,20.0725
15,2,12.2,59.8,0.661,b,6/21/2017,20,9.9775,20.0725
15,3,14.6,62.7,0.622,b,6/21/2017,20,9.9775,20.0725
15,4,13.4,61.1,0.64,A15-674,6/21/2017,20,9.9775,20.0725
15,5,14.8,67.2,0.639,A15-674,6/21/2017,20,9.9775,20.0725
15,6,12.4,61.4,0.664,A15-311,6/21/2017,20,9.9775,20.0725
15,7,12.6,63.8,0.67,A15-311,6/21/2017,20,9.9775,20.0725
15,8,12.8,61.1,0.654,A15-682,6/21/2017,20,9.9775,20.0725
15,9,16.1,60.8,0.581,A15-682,6/21/2017,20,9.9775,20.0725
15,10,13.4,66.8,0.666,A15-506,6/21/2017,20,9.9775,20.0725
15,11,16.3,65.3,0.6,A15-506,6/21/2017,20,9.9775,20.0725
15,12,11.8,64.8,0.692,A15-511,6/21/2017,20,9.9775,20.0725
15,13,12,66.2,0.693,A15-511,6/21/2017,20,9.9775,20.0725
15,14,13.2,66,0.667,A15-516,6/21/2017,20,9.9775,20.0725
15,15,13.4,67.7,0.67,A15-516,6/21/2017,20,9.9775,20.0725
15,16,12.8,62.9,0.662,A15-668,6/21/2017,20,9.9775,20.0725
15,17,15.1,68.3,0.638,A15-668,6/21/2017,20,9.9775,20.0725
15,18,15.5,60.6,0.593,A15-490,6/21/2017,20,9.9775,20.0725
15,19,14,65,0.646,A15-490,6/21/2017,20,9.9775,20.0725
15,20,12.8,65.3,0.672,A14-307,6/21/2017,20,9.9775,20.0725
15,21,13,57.7,0.632,A14-307,6/21/2017,20,9.9775,20.0725
15,22,13.2,64.7,0.661,A15-515,6/21/2017,20,9.9775,20.0725
15,23,12.4,66.3,0.685,A15-515,6/21/2017,20,9.9775,20.0725
15,24,13.8,66.6,0.657,A15-467,6/21/2017,20,9.9775,20.0725
15,25,13.8,66.9,0.658,A15-467,6/21/2017,20,9.9775,20.0725
15,26,13.8,62.7,0.639,A15-316,6/21/2017,20,9.9775,20.0725
15,27,13,62.3,0.655,A15-316,6/21/2017,20,9.9775,20.0725
15,28,13.8,57.9,0.615,A15-304,6/21/2017,20,9.9775,20.0725
15,29,13.2,61.4,0.646,A15-304,6/21/2017,20,9.9775,20.0725
15,30,13,64.5,0.665,A15-341,6/21/2017,20,9.9775,20.0725
15,31,14,63.2,0.637,A15-341,6/21/2017,20,9.9775,20.0725
15,32,16.1,61.1,0.583,A15-436,6/21/2017,20,9.9775,20.0725
15,33,14.8,64.7,0.628,A15-436,6/21/2017,20,9.9775,20.0725
15,34,15.1,65.9,0.627,A15-463,6/21/2017,20,9.9775,20.0725
15,35,12.8,67.8,0.682,A15-463,6/21/2017,20,9.9775,20.0725
15,36,15.7,64.1,0.607,A15-708,6/21/2017,20,9.9775,20.0725
15,37,13.4,63.8,0.653,A15-708,6/21/2017,20,9.9775,20.0725
15,38,16.5,60.9,0.574,A15-711,6/21/2017,20,9.9775,20.0725
15,39,14.6,65,0.633,A15-711,6/21/2017,20,9.9775,20.0725
15,40,14.8,65,0.629,A14-298,6/21/2017,20,9.9775,20.0725
15,41,14.2,64.5,0.639,A14-298,6/21/2017,20,9.9775,20.0725
15,42,15.1,67.4,0.634,A15-451,6/21/2017,20,9.9775,20.0725
15,43,12.8,63.6,0.665,A15-451,6/21/2017,20,9.9775,20.0725
15,44,14,66,0.65,A15-519,6/21/2017,20,9.9775,20.0725
15,45,14.6,67.8,0.646,A15-519,6/21/2017,20,9.9775,20.0725
15,46,13.6,65.1,0.654,A15-461,6/21/2017,20,9.9775,20.0725
15,47,13.8,66.9,0.658,A15-461,6/21/2017,20,9.9775,20.0725
15,48,13.4,66.2,0.663,A15-509,6/21/2017,20,9.9775,20.0725
15,49,13.2,64.2,0.659,A15-669,6/21/2017,20,9.9775,20.0725
15,50,16.5,69,0.614,A15-677,6/21/2017,20,9.9775,20.0725
15,51,15.9,62.6,0.595,A15-489,6/21/2017,20,9.9775,20.0725
15,52,14.6,63.6,0.627,A15-505,6/21/2017,20,9.9775,20.0725
15,53,13.2,64.7,0.661,A15-725,6/21/2017,20,9.9775,20.0725
15,54,13.2,61.2,0.645,A15-675,6/21/2017,20,9.9775,20.0725
15,55,14.6,64.4,0.63,A14-302,6/21/2017,20,9.9775,20.0725
15,56,14.6,65.9,0.637,A15-513,6/21/2017,20,9.9775,20.0725
15,57,14.8,64.5,0.627,b,6/21/2017,20,9.9775,20.0725
15,58,15.9,62.9,0.596,b,6/21/2017,20,9.9775,20.0725
15,59,14.8,61.5,0.612,b,6/21/2017,20,9.9775,20.0725
16,1,13.6,63.8,0.649,b,6/21/2017,20,9.9775,20.0725
16,2,15,61.5,0.608,b,6/21/2017,20,9.9775,20.0725
16,3,14.6,62,0.619,b,6/21/2017,20,9.9775,20.0725
16,4,15.1,59.8,0.597,A15-674,6/21/2017,20,9.9775,20.0725
16,5,12.8,63.8,0.666,A15-674,6/21/2017,20,9.9775,20.0725
16,6,15.9,65.7,0.61,A15-311,6/21/2017,20,9.9775,20.0725
16,7,14,64.8,0.645,A15-311,6/21/2017,20,9.9775,20.0725
16,8,15.9,66.6,0.615,A15-682,6/21/2017,20,9.9775,20.0725
16,9,15.5,68.1,0.629,A15-682,6/21/2017,20,9.9775,20.0725
16,10,14.6,66.3,0.639,A15-506,6/21/2017,20,9.9775,20.0725
16,11,14.2,66.2,0.647,A15-506,6/21/2017,20,9.9775,20.0725
16,12,12.6,66.6,0.682,A15-511,6/21/2017,20,9.9775,20.0725
16,13,13,68.7,0.682,A15-511,6/21/2017,20,9.9775,20.0725
16,14,13.4,69.9,0.678,A15-516,6/21/2017,20,9.9775,20.0725
16,15,12.8,66.9,0.679,A15-516,6/21/2017,20,9.9775,20.0725
16,16,11.7,59.5,0.671,A15-668,6/21/2017,20,9.9775,20.0725
16,17,17.5,67.7,0.589,A15-668,6/21/2017,20,9.9775,20.0725
16,18,15.1,62.9,0.613,A15-490,6/21/2017,20,9.9775,20.0725
16,19,13.4,63.8,0.653,A15-490,6/21/2017,20,9.9775,20.0725
16,20,13.4,65,0.658,A14-307,6/21/2017,20,9.9775,20.0725
16,21,13.6,67.1,0.663,A14-307,6/21/2017,20,9.9775,20.0725
16,22,11.8,66.2,0.697,A15-515,6/21/2017,20,9.9775,20.0725
16,23,13.4,69.6,0.677,A15-515,6/21/2017,20,9.9775,20.0725
16,24,13.8,65.4,0.652,A15-467,6/21/2017,20,9.9775,20.0725
16,25,13.2,64.5,0.66,A15-467,6/21/2017,20,9.9775,20.0725
16,26,12.8,66.3,0.676,A15-316,6/21/2017,20,9.9775,20.0725
16,27,15,57.4,0.586,A15-316,6/21/2017,20,9.9775,20.0725
16,28,14,67.4,0.656,A15-304,6/21/2017,20,9.9775,20.0725
16,29,15.7,62.9,0.601,A15-304,6/21/2017,20,9.9775,20.0725
16,30,12,65.1,0.689,A15-341,6/21/2017,20,9.9775,20.0725
16,31,13.4,68.9,0.674,A15-341,6/21/2017,20,9.9775,20.0725
16,32,14,64.1,0.641,A15-436,6/21/2017,20,9.9775,20.0725
16,33,12.6,61.7,0.661,A15-436,6/21/2017,20,9.9775,20.0725
16,34,12.8,64.4,0.668,A15-463,6/21/2017,20,9.9775,20.0725
16,35,12.8,60.6,0.651,A15-463,6/21/2017,20,9.9775,20.0725
16,36,12.8,66.3,0.676,A15-708,6/21/2017,20,9.9775,20.0725
16,37,14,61.5,0.629,A15-708,6/21/2017,20,9.9775,20.0725
16,38,15.3,60.3,0.595,A15-711,6/21/2017,20,9.9775,20.0725
16,39,13.2,59.5,0.637,A15-711,6/21/2017,20,9.9775,20.0725
16,40,13.6,62,0.64,A14-298,6/21/2017,20,9.9775,20.0725
16,41,13.2,61.8,0.648,A14-298,6/21/2017,20,9.9775,20.0725
16,42,13.4,59.7,0.633,A15-451,6/21/2017,20,9.9775,20.0725
16,43,13.6,62.7,0.644,A15-451,6/21/2017,20,9.9775,20.0725
16,44,12.6,69.2,0.692,A15-519,6/21/2017,20,9.9775,20.0725
16,45,13.2,59.8,0.638,A15-519,6/21/2017,20,9.9775,20.0725
16,46,12.4,62,0.667,A15-461,6/21/2017,20,9.9775,20.0725
16,47,12,64.8,0.687,A15-461,6/21/2017,20,9.9775,20.0725
16,48,13.4,67.2,0.667,A15-509,6/21/2017,20,9.9775,20.0725
16,49,13.2,65.9,0.666,A15-669,6/21/2017,20,9.9775,20.0725
16,50,13.8,65.4,0.652,A15-677,6/21/2017,20,9.9775,20.0725
16,51,14,65.3,0.647,A15-489,6/21/2017,20,9.9775,20.0725
16,52,12.2,62.6,0.674,A15-505,6/21/2017,20,9.9775,20.0725
16,53,13.4,62.1,0.645,A15-725,6/21/2017,20,9.9775,20.0725
16,54,11.1,62.1,0.697,A15-675,6/21/2017,20,9.9775,20.0725
16,55,11.7,57.6,0.662,A14-302,6/21/2017,20,9.9775,20.0725
16,56,14.6,61.4,0.616,A15-513,6/21/2017,20,9.9775,20.0725
16,57,12.8,58.3,0.64,b,6/21/2017,20,9.9775,20.0725
16,58,12.8,60.9,0.653,b,6/21/2017,20,9.9775,20.0725
16,59,14,55.5,0.597,b,6/21/2017,20,9.9775,20.0725
17,1,12.4,54.6,0.63,b,6/21/2017,20,9.9775,20.0725
17,2,12,54.3,0.638,b,6/21/2017,20,9.9775,20.0725
17,3,13,61.5,0.651,b,6/21/2017,20,9.9775,20.0725
17,4,12.4,61.1,0.663,A15-674,6/21/2017,20,9.9775,20.0725
17,5,12.2,63.9,0.679,A15-674,6/21/2017,20,9.9775,20.0725
17,6,14.4,61.5,0.621,A15-311,6/21/2017,20,9.9775,20.0725
17,7,12.8,61.8,0.657,A15-311,6/21/2017,20,9.9775,20.0725
17,8,11.3,58.3,0.675,A15-682,6/21/2017,20,9.9775,20.0725
17,9,11.3,63.3,0.697,A15-682,6/21/2017,20,9.9775,20.0725
17,10,11.3,62,0.692,A15-506,6/21/2017,20,9.9775,20.0725
17,11,11.5,61.2,0.684,A15-506,6/21/2017,20,9.9775,20.0725
17,12,11.7,61.7,0.681,A15-511,6/21/2017,20,9.9775,20.0725
17,13,11.7,62.1,0.683,A15-511,6/21/2017,20,9.9775,20.0725
17,14,12.2,64.5,0.682,A15-516,6/21/2017,20,9.9775,20.0725
17,15,12.4,62.3,0.668,A15-516,6/21/2017,20,9.9775,20.0725
17,16,12.8,63.5,0.664,A15-668,6/21/2017,20,9.9775,20.0725
17,17,13.4,55.8,0.613,A15-668,6/21/2017,20,9.9775,20.0725
17,18,12.2,60.3,0.663,A15-490,6/21/2017,20,9.9775,20.0725
17,19,12.8,59.7,0.647,A15-490,6/21/2017,20,9.9775,20.0725
17,20,12.6,60.8,0.657,A14-307,6/21/2017,20,9.9775,20.0725
17,21,12,65.6,0.691,A14-307,6/21/2017,20,9.9775,20.0725
17,22,13.2,65.3,0.664,A15-515,6/21/2017,20,9.9775,20.0725
17,23,12.2,64.2,0.681,A15-515,6/21/2017,20,9.9775,20.0725
17,24,13,60.8,0.648,A15-467,6/21/2017,20,9.9775,20.0725
17,25,13.6,63.3,0.646,A15-467,6/21/2017,20,9.9775,20.0725
17,26,12.6,60.2,0.654,A15-316,6/21/2017,20,9.9775,20.0725
17,27,14,57.1,0.606,A15-316,6/21/2017,20,9.9775,20.0725
17,28,12.4,62.7,0.67,A15-304,6/21/2017,20,9.9775,20.0725
17,29,13.8,66.6,0.657,A15-304,6/21/2017,20,9.9775,20.0725
17,30,12.2,59.4,0.659,A15-341,6/21/2017,20,9.9775,20.0725
17,31,14.2,65.1,0.642,A15-341,6/21/2017,20,9.9775,20.0725
17,32,15.1,58.5,0.59,A15-436,6/21/2017,20,9.9775,20.0725
17,33,13.2,65.7,0.665,A15-436,6/21/2017,20,9.9775,20.0725
17,34,11.7,63.5,0.689,A15-463,6/21/2017,20,9.9775,20.0725
17,35,11.3,65.1,0.704,A15-463,6/21/2017,20,9.9775,20.0725
17,36,12.2,65.3,0.685,A15-708,6/21/2017,20,9.9775,20.0725
17,37,13,63,0.658,A15-708,6/21/2017,20,9.9775,20.0725
17,38,15.9,67.4,0.618,A15-711,6/21/2017,20,9.9775,20.0725
17,39,14.2,65.1,0.642,A15-711,6/21/2017,20,9.9775,20.0725
17,40,15.9,64.5,0.604,A14-298,6/21/2017,20,9.9775,20.0725
17,41,14.4,67.5,0.648,A14-298,6/21/2017,20,9.9775,20.0725
17,42,14.6,67.1,0.643,A15-451,6/21/2017,20,9.9775,20.0725
17,43,13.8,63.8,0.644,A15-451,6/21/2017,20,9.9775,20.0725
17,44,15.1,69.2,0.642,A15-519,6/21/2017,20,9.9775,20.0725
17,45,14,67.7,0.657,A15-519,6/21/2017,20,9.9775,20.0725
17,46,13,66.3,0.672,A15-461,6/21/2017,20,9.9775,20.0725
17,47,12.2,62.6,0.674,A15-461,6/21/2017,20,9.9775,20.0725
17,48,15,67.4,0.636,A15-509,6/21/2017,20,9.9775,20.0725
17,49,14.2,63.5,0.634,A15-669,6/21/2017,20,9.9775,20.0725
17,50,14.2,66.6,0.649,A15-677,6/21/2017,20,9.9775,20.0725
17,51,14.2,65.4,0.643,A15-489,6/21/2017,20,9.9775,20.0725
17,52,12.8,63.9,0.666,A15-505,6/21/2017,20,9.9775,20.0725
17,53,13.6,68.6,0.669,A15-725,6/21/2017,20,9.9775,20.0725
17,54,16.9,65.4,0.589,A15-675,6/21/2017,20,9.9775,20.0725
17,55,14.6,64.7,0.632,A14-302,6/21/2017,20,9.9775,20.0725
17,56,17.5,67.2,0.587,A15-513,6/21/2017,20,9.9775,20.0725
17,57,15.7,66.3,0.617,b,6/21/2017,20,9.9775,20.0725
17,58,17.3,66.3,0.586,b,6/21/2017,20,9.9775,20.0725
17,59,16.9,62.9,0.576,b,6/21/2017,20,9.9775,20.0725
18,1,13,57.7,0.632,b,6/21/2017,20,9.9775,20.0725
18,2,15,63.2,0.616,b,6/21/2017,20,9.9775,20.0725
18,3,16.5,62.4,0.582,b,6/21/2017,20,9.9775,20.0725
18,4,17.9,61.1,0.547,A15-674,6/21/2017,20,9.9775,20.0725
18,5,16.3,63.9,0.594,A15-674,6/21/2017,20,9.9775,20.0725
18,6,15.7,63.6,0.604,A15-311,6/21/2017,20,9.9775,20.0725
18,7,18.1,65.3,0.566,A15-311,6/21/2017,20,9.9775,20.0725
18,8,15.9,66,0.612,A15-682,6/21/2017,20,9.9775,20.0725
18,9,15.5,63.3,0.607,A15-682,6/21/2017,20,9.9775,20.0725
18,10,15.3,62.6,0.607,A15-506,6/21/2017,20,9.9775,20.0725
18,11,15.5,61.5,0.597,A15-506,6/21/2017,20,9.9775,20.0725
18,12,15.9,64.1,0.602,A15-511,6/21/2017,20,9.9775,20.0725
18,13,17.3,64.7,0.578,A15-511,6/21/2017,20,9.9775,20.0725
18,14,16.1,63,0.593,A15-516,6/21/2017,20,9.9775,20.0725
18,15,14.6,65.9,0.637,A15-516,6/21/2017,20,9.9775,20.0725
18,16,16.5,66.2,0.601,A15-668,6/21/2017,20,9.9775,20.0725
18,17,12.6,65,0.675,A15-668,6/21/2017,20,9.9775,20.0725
18,18,15,65.4,0.627,A15-490,6/21/2017,20,9.9775,20.0725
18,19,18.4,65.4,0.561,A15-490,6/21/2017,20,9.9775,20.0725
18,20,12.4,65.6,0.682,A14-307,6/21/2017,20,9.9775,20.0725
18,21,16.5,70.2,0.619,A14-307,6/21/2017,20,9.9775,20.0725
18,22,14,67.4,0.656,A15-515,6/21/2017,20,9.9775,20.0725
18,23,14.2,65.1,0.642,A15-515,6/21/2017,20,9.9775,20.0725
18,24,15.3,67.4,0.63,A15-467,6/21/2017,20,9.9775,20.0725
18,25,16.3,68.6,0.616,A15-467,6/21/2017,20,9.9775,20.0725
18,26,12.6,66.8,0.683,A15-316,6/21/2017,20,9.9775,20.0725
18,27,16.1,67.4,0.614,A15-316,6/21/2017,20,9.9775,20.0725
18,28,15.1,60.6,0.601,A15-304,6/21/2017,20,9.9775,20.0725
18,29,13.4,64.5,0.656,A15-304,6/21/2017,20,9.9775,20.0725
18,30,15.7,68.1,0.625,A15-341,6/21/2017,20,9.9775,20.0725
18,31,17.1,63.8,0.577,A15-341,6/21/2017,20,9.9775,20.0725
18,32,15.7,63.3,0.603,A15-436,6/21/2017,20,9.9775,20.0725
18,33,18.6,58.2,0.516,A15-436,6/21/2017,20,9.9775,20.0725
18,34,14.2,65.6,0.644,A15-463,6/21/2017,20,9.9775,20.0725
18,35,15.3,64.1,0.615,A15-463,6/21/2017,20,9.9775,20.0725
18,36,15,66.6,0.632,A15-708,6/21/2017,20,9.9775,20.0725
18,37,14.6,68.6,0.649,A15-708,6/21/2017,20,9.9775,20.0725
18,38,18.4,64.8,0.558,A15-711,6/21/2017,20,9.9775,20.0725
18,39,17.1,64.4,0.58,A15-711,6/21/2017,20,9.9775,20.0725
18,40,15.1,66.9,0.632,A14-298,6/21/2017,20,9.9775,20.0725
18,41,16.5,67.2,0.606,A14-298,6/21/2017,20,9.9775,20.0725
18,42,16.1,65.7,0.606,A15-451,6/21/2017,20,9.9775,20.0725
18,43,15.5,59.2,0.585,A15-451,6/21/2017,20,9.9775,20.0725
18,44,15.3,61.8,0.603,A15-519,6/21/2017,20,9.9775,20.0725
18,45,15.5,66.8,0.623,A15-519,6/21/2017,20,9.9775,20.0725
18,46,15.3,63,0.609,A15-461,6/21/2017,20,9.9775,20.0725
18,47,13.8,66.3,0.655,A15-461,6/21/2017,20,9.9775,20.0725
18,48,16.3,62.6,0.587,A15-509,6/21/2017,20,9.9775,20.0725
18,49,13.4,60,0.635,A15-669,6/21/2017,20,9.9775,20.0725
18,50,17.3,62.7,0.567,A15-677,6/21/2017,20,9.9775,20.0725
18,51,16.7,66.2,0.597,A15-489,6/21/2017,20,9.9775,20.0725
18,52,16.7,66.2,0.597,A15-505,6/21/2017,20,9.9775,20.0725
18,53,15.7,59.2,0.581,A15-725,6/21/2017,20,9.9775,20.0725
18,54,17.1,60.5,0.559,A15-675,6/21/2017,20,9.9775,20.0725
18,55,16.3,60.6,0.576,A14-302,6/21/2017,20,9.9775,20.0725
18,56,16.3,63.3,0.59,A15-513,6/21/2017,20,9.9775,20.0725
18,57,15.5,63.2,0.606,b,6/21/2017,20,9.9775,20.0725
18,58,16.7,60.8,0.569,b,6/21/2017,20,9.9775,20.0725
18,59,16.7,59.4,0.561,b,6/21/2017,20,9.9775,20.0725
19,1,15.3,59.7,0.592,b,6/21/2017,20,9.9775,20.0725
19,2,15.9,63.6,0.6,b,6/21/2017,20,9.9775,20.0725
19,3,16.3,65.9,0.603,b,6/21/2017,20,9.9775,20.0725
19,4,15.7,60.9,0.59,A15-674,6/21/2017,20,9.9775,20.0725
19,5,19.6,68.6,0.556,A15-674,6/21/2017,20,9.9775,20.0725
19,6,16.9,66.6,0.595,A15-311,6/21/2017,20,9.9775,20.0725
19,7,12.4,64.2,0.676,A15-311,6/21/2017,20,9.9775,20.0725
19,8,16.1,66.8,0.612,A15-682,6/21/2017,20,9.9775,20.0725
19,9,13.6,65.6,0.657,A15-682,6/21/2017,20,9.9775,20.0725
19,10,13.6,65.1,0.654,A15-506,6/21/2017,20,9.9775,20.0725
19,11,15.7,65.6,0.614,A15-506,6/21/2017,20,9.9775,20.0725
19,12,15,67.4,0.636,A15-511,6/21/2017,20,9.9775,20.0725
19,13,14,66,0.65,A15-511,6/21/2017,20,9.9775,20.0725
19,14,14.6,69.2,0.652,A15-516,6/21/2017,20,9.9775,20.0725
19,15,13.8,64.1,0.646,A15-516,6/21/2017,20,9.9775,20.0725
19,16,13.4,66,0.662,A15-668,6/21/2017,20,9.9775,20.0725
19,17,14,66.5,0.652,A15-668,6/21/2017,20,9.9775,20.0725
19,18,13.8,69.3,0.668,A15-490,6/21/2017,20,9.9775,20.0725
19,19,16.1,68.1,0.618,A15-490,6/21/2017,20,9.9775,20.0725
19,20,15.7,66.9,0.62,A14-307,6/21/2017,20,9.9775,20.0725
19,21,15.5,65.7,0.618,A14-307,6/21/2017,20,9.9775,20.0725
19,22,13.8,64.8,0.649,A15-515,6/21/2017,20,9.9775,20.0725
19,23,15.9,71.4,0.636,A15-515,6/21/2017,20,9.9775,20.0725
19,24,16.3,67.2,0.61,A15-467,6/21/2017,20,9.9775,20.0725
19,25,15.1,69.2,0.642,A15-467,6/21/2017,20,9.9775,20.0725
19,26,15.1,65.4,0.625,A15-316,6/21/2017,20,9.9775,20.0725
19,27,12.4,66.8,0.687,A15-316,6/21/2017,20,9.9775,20.0725
19,28,15.7,61.8,0.595,A15-304,6/21/2017,20,9.9775,20.0725
19,29,13.8,63.9,0.645,A15-304,6/21/2017,20,9.9775,20.0725
19,30,17.1,69.9,0.607,A15-341,6/21/2017,20,9.9775,20.0725
19,31,16.9,69.2,0.607,A15-341,6/21/2017,20,9.9775,20.0725
19,32,14.4,64.2,0.634,A15-436,6/21/2017,20,9.9775,20.0725
19,33,15.1,59.1,0.593,A15-436,6/21/2017,20,9.9775,20.0725
19,34,15.5,65.3,0.616,A15-463,6/21/2017,20,9.9775,20.0725
19,35,15.5,67.7,0.627,A15-463,6/21/2017,20,9.9775,20.0725
19,36,14.4,62.3,0.625,A15-708,6/21/2017,20,9.9775,20.0725
19,37,15.9,64.7,0.605,A15-708,6/21/2017,20,9.9775,20.0725
19,38,15.5,67.2,0.625,A15-711,6/21/2017,20,9.9775,20.0725
19,39,15.3,65.4,0.621,A15-711,6/21/2017,20,9.9775,20.0725
19,40,14.2,59.7,0.616,A14-298,6/21/2017,20,9.9775,20.0725
19,41,14.8,68.1,0.643,A14-298,6/21/2017,20,9.9775,20.0725
19,42,14.4,60.6,0.616,A15-451,6/21/2017,20,9.9775,20.0725
19,43,14.4,60.3,0.614,A15-451,6/21/2017,20,9.9775,20.0725
19,44,13.4,64.4,0.656,A15-519,6/21/2017,20,9.9775,20.0725
19,45,16.5,60.8,0.573,A15-519,6/21/2017,20,9.9775,20.0725
19,46,12.6,64.7,0.674,A15-461,6/21/2017,20,9.9775,20.0725
19,47,15.7,66.3,0.617,A15-461,6/21/2017,20,9.9775,20.0725
19,48,13.4,65.9,0.662,A15-509,6/21/2017,20,9.9775,20.0725
